buy_date,sell_date,ticker,regime_at_buy,buy_price,sell_price,profit_pct
2019-03-08,2019-03-26,004020,BEAR,46050.0,44740.483946021406,-2.843683070528977
2019-03-07,2019-03-28,051910,NEUTRAL,366000.0,359082.1867681499,-1.8901129048770768
2019-03-26,2019-03-29,015760,NEUTRAL,31550.0,30000.0,-4.91283676703645
2019-03-28,2019-04-02,000810,NEUTRAL,308000.0,296642.85714285716,-3.6873840445268966
2019-03-14,2019-04-11,033780,NEUTRAL,105500.0,101107.14285714286,-4.163845633039948
2019-04-11,2019-04-15,012330,BULL,226500.0,218410.7142857143,-3.57142857142857
2019-04-02,2019-04-24,005930,NEUTRAL,45750.0,44212.5,-3.360655737704918
2019-04-15,2019-04-24,055550,BULL,45650.0,44096.42857142857,-3.403223282741353
2019-03-14,2019-05-03,010130,NEUTRAL,456000.0,447000.0,-1.9736842105263157
2019-04-24,2019-05-07,005490,BULL,258500.0,249000.0,-3.67504835589942
2019-03-08,2019-05-09,000270,BEAR,33650.0,43850.0,30.312035661218424
2019-03-29,2019-05-09,066570,NEUTRAL,75100.0,75939.2809587217,1.1175512100155862
2019-04-24,2019-05-09,005380,BULL,138500.0,135000.0,-2.527075812274368
2019-05-03,2019-05-10,000810,NEUTRAL,300000.0,295000.0,-1.6666666666666667
2019-05-10,2019-05-15,012330,BEAR,219000.0,208392.85714285716,-4.843444227005863
2019-05-10,2019-05-17,009150,BEAR,99300.0,98783.98791540785,-0.5196496320162621
2019-05-15,2019-05-22,000270,BEAR,41950.0,41250.0,-1.66865315852205
2019-05-15,2019-05-22,005380,BEAR,128000.0,127000.0,-0.78125
2019-05-16,2019-05-23,012330,BEAR,212500.0,210012.7731092437,-1.170459713297088
2019-05-23,2019-05-30,000270,BEAR,40800.0,40300.0,-1.2254901960784315
2019-05-23,2019-05-31,005380,BEAR,127500.0,132370.58823529413,3.8200692041522557
2019-05-24,2019-05-31,012330,BEAR,214000.0,214886.5153538051,0.41425951112387593
2019-05-31,2019-06-13,000270,BEAR,39350.0,41604.211290615356,5.72861827348248
2019-06-11,2019-06-20,055550,BEAR,45600.0,45056.5,-1.1918859649122806
2019-06-19,2019-06-28,005380,BEAR,140000.0,139195.0,-0.575
2019-06-20,2019-07-01,066570,BEAR,80500.0,78400.0,-2.608695652173913
2019-06-14,2019-07-02,000270,BEAR,42150.0,42500.0,0.8303677342823249
2019-07-01,2019-07-02,005380,BEAR,141000.0,136770.0,-3.0
2019-07-02,2019-07-05,066570,BEAR,77400.0,74828.57142857143,-3.3222591362126166
2019-06-24,2019-07-08,055550,BEAR,44850.0,44086.5,-1.702341137123746
2019-07-03,2019-07-10,005380,BEAR,136000.0,137740.0,1.2794117647058825
2019-07-04,2019-07-10,010130,BEAR,456000.0,440678.5714285714,-3.3599624060150393
2019-07-04,2019-07-11,000270,BEAR,42650.0,42500.0,-0.3516998827667058
2019-07-08,2019-07-15,066570,BEAR,71500.0,69840.0,-2.3216783216783217
2019-07-08,2019-07-16,012330,BEAR,231500.0,229890.0,-0.6954643628509719
2019-07-15,2019-07-23,000270,BEAR,42900.0,42243.5,-1.5303030303030303
2019-07-16,2019-07-23,005380,BEAR,133000.0,131352.04081632654,-1.23906705539358
2019-07-24,2019-07-26,017670,BEAR,43997.0,42530.0,-3.3343182489715204
2019-07-24,2019-07-29,005380,BEAR,132500.0,126660.71428571428,-4.407008086253377
2019-07-24,2019-08-07,030200,BEAR,27650.0,27257.0,-1.4213381555153706
2019-08-13,2019-08-21,000270,BEAR,43750.0,42600.0,-2.6285714285714286
2019-08-13,2019-08-23,012330,BEAR,235000.0,239000.0,1.702127659574468
2019-08-23,2019-09-09,000270,BEAR,42350.0,42874.0,1.2373081463990556
2019-08-29,2019-09-11,012330,BEAR,244000.0,245410.0,0.5778688524590163
2019-09-18,2019-09-26,000270,BEAR,43850.0,45493.0,3.7468643101482324
2019-09-20,2019-09-27,005930,BULL,49200.0,48000.0,-2.4390243902439024
2019-09-20,2019-09-27,010950,BULL,102000.0,100395.0,-1.5735294117647058
2019-09-20,2019-09-27,012330,BULL,248500.0,252000.0,1.4084507042253522
2019-09-23,2019-10-04,030200,BULL,27600.0,26966.0,-2.2971014492753623
2019-09-27,2019-10-04,000270,BEAR,45350.0,43650.0,-3.7486218302094816
2019-10-07,2019-10-14,000270,BEAR,42850.0,41269.642857142855,-3.688114685780968
2019-10-11,2019-10-21,010950,BEAR,101500.0,97878.57142857142,-3.5679099225897333
2019-10-07,2019-10-31,012330,BEAR,244000.0,235321.42857142858,-3.556791569086647
2019-10-07,2019-11-05,033780,BEAR,103000.0,99910.0,-3.0
2019-10-31,2019-11-12,009150,BULL,113000.0,108285.71428571429,-4.171934260429832
2019-11-05,2019-11-13,010950,BULL,101500.0,97578.57142857142,-3.863476425052788
2019-10-07,2019-11-29,005930,BEAR,47750.0,51200.0,7.225130890052355
2019-10-14,2019-11-29,051910,BULL,304000.0,305519.53125,0.4998458059210526
2019-11-12,2019-11-29,055550,BULL,43600.0,43495.44151376146,-0.23981304183150623
2019-11-29,2019-12-12,015760,NEUTRAL,27900.0,27592.99795186892,-1.1003657639106756
2019-12-12,2020-01-08,066570,NEUTRAL,71700.0,69549.0,-3.0
2019-10-21,2020-01-28,000270,NEUTRAL,40400.0,42200.0,4.455445544554455
2019-11-13,2020-01-28,009150,BULL,110000.0,128500.0,16.818181818181817
2019-11-29,2020-01-28,012330,NEUTRAL,245000.0,246500.0,0.6122448979591837
2019-12-05,2020-01-28,005930,NEUTRAL,49500.0,59400.0,20.0
2020-01-08,2020-01-28,015760,BULL,26450.0,25780.49554415339,-2.531207772576978
2020-01-30,2020-02-03,051910,NEUTRAL,343500.0,327696.4285714286,-4.600748596381782
2020-01-30,2020-02-03,005490,NEUTRAL,224500.0,216000.0,-3.78619153674833
2020-02-05,2020-02-20,023530,BULL,114000.0,110700.0,-2.8947368421052633
2020-01-30,2020-02-24,005930,NEUTRAL,57200.0,57400.0,0.34965034965034963
2020-01-30,2020-02-24,009150,NEUTRAL,126000.0,139000.0,10.317460317460316
2020-02-04,2020-02-24,005490,NEUTRAL,214000.0,207000.0,-3.2710280373831773
2020-02-04,2020-02-24,051910,NEUTRAL,379500.0,392000.0,3.293807641633729
2020-02-20,2020-02-24,005380,NEUTRAL,130000.0,123571.42857142857,-4.94505494505495
2020-05-29,2020-06-12,010950,BULL,70700.0,66500.0,-5.9405940594059405
2020-05-26,2020-06-15,023530,BULL,87700.0,83757.14285714286,-4.495846229027531
2020-05-26,2020-06-15,015760,BULL,21600.0,20544.64285714286,-4.8859126984126915
2020-06-01,2020-06-15,005490,BULL,182500.0,176893.34637964776,-3.0721389700560224
2020-07-01,2020-09-09,051910,NEUTRAL,491500.0,682000.0,38.758901322482195
2020-07-01,2020-09-09,015760,NEUTRAL,19250.0,20300.0,5.454545454545454
2020-07-01,2020-09-09,005380,NEUTRAL,98200.0,166445.0101832994,69.49593705020305
2020-07-01,2020-09-09,055550,NEUTRAL,29700.0,28500.0,-4.040404040404041
2020-09-09,2020-09-24,017670,NEUTRAL,41064.0,39625.97865526982,-3.501902748709769
2020-09-09,2020-09-24,012330,NEUTRAL,223500.0,222750.0,-0.33557046979865773
2020-09-24,2020-10-14,051910,NEUTRAL,611000.0,628200.0,2.8150572831423895
2020-07-01,2020-10-19,066570,NEUTRAL,64400.0,89010.0,38.21428571428571
2020-10-19,2020-10-20,000270,NEUTRAL,46700.0,43150.0,-7.601713062098502
2020-10-14,2020-10-29,017670,NEUTRAL,39770.0,38439.07142857143,-3.346564172563672
2020-09-09,2020-10-30,004020,NEUTRAL,24700.0,29450.0,19.230769230769234
2020-09-09,2020-10-30,005490,NEUTRAL,185000.0,210372.34555984556,13.714781383700302
2020-10-20,2020-10-30,066570,NEUTRAL,90700.0,85921.42857142857,-5.268546227752409
2020-11-04,2020-12-24,015760,NEUTRAL,20300.0,26349.261083743844,29.799315683467213
2020-12-24,2021-01-12,005380,BULL,187000.0,252019.4805194805,34.76977567886658
2021-01-12,2021-01-18,015760,BULL,26200.0,24628.0,-6.0
2020-11-04,2021-01-27,066570,NEUTRAL,86100.0,167702.17355234778,94.77604361480579
2020-11-04,2021-01-28,005490,NEUTRAL,219000.0,246587.32876712328,12.596953774942138
2020-11-04,2021-02-01,004020,NEUTRAL,29750.0,37712.725090036016,26.765462487516018
2020-09-24,2021-02-10,009150,NEUTRAL,131000.0,202177.34460196292,54.33385084119307
2021-02-02,2021-02-19,010950,BULL,71900.0,83588.27736936221,16.256296758500994
2021-02-19,2021-02-23,051910,NEUTRAL,941000.0,889250.0,-5.499468650371945
2021-02-23,2021-02-24,096770,NEUTRAL,279934.0,263137.95999999996,-6.000000000000013
2021-01-18,2021-03-05,030200,BULL,23600.0,25735.820217917673,9.050085669142684
2021-02-10,2021-03-05,005380,NEUTRAL,245000.0,230300.0,-6.0
2021-03-05,2021-03-09,012330,NEUTRAL,305000.0,289089.28571428574,-5.216627634660413
2021-02-02,2021-03-10,004020,BULL,40300.0,41400.0,2.729528535980149
2021-02-02,2021-03-23,023530,BULL,111000.0,121500.0,9.45945945945946
2021-03-05,2021-03-24,066570,NEUTRAL,148500.0,143500.0,-3.3670033670033668
2021-03-10,2021-03-26,005380,NEUTRAL,227500.0,214554.94505494507,-5.690134041782387
2021-03-26,2021-04-29,023530,NEUTRAL,127000.0,120196.42857142857,-5.357142857142862
2021-04-29,2021-05-03,066570,BULL,162000.0,153053.57142857145,-5.52248677248676
2021-03-09,2021-05-12,005930,NEUTRAL,81400.0,80800.0,-0.7371007371007371
2021-05-03,2021-05-12,096770,BULL,251399.0,260615.54311828152,3.6661017419645754
2021-03-24,2021-05-13,055550,NEUTRAL,35100.0,40463.73626373626,15.281299896684503
2021-05-14,2021-05-26,004020,NEUTRAL,55900.0,52546.0,-6.0
2021-05-26,2021-06-21,055550,NEUTRAL,41750.0,40003.57142857143,-4.183062446535503
2021-03-23,2021-07-09,010950,NEUTRAL,80200.0,101435.29568934806,26.47792479968586
2021-05-14,2021-07-09,066570,NEUTRAL,148500.0,157625.30062530062,6.144983586061022
2021-05-14,2021-07-09,024110,NEUTRAL,10700.0,10150.0,-5.14018691588785
2021-07-09,2021-07-20,096770,NEUTRAL,267634.0,248939.0,-6.985285875486672
2021-06-21,2021-07-27,030200,BULL,31750.0,33299.437570303715,4.880118331665244
2021-07-09,2021-07-28,015760,NEUTRAL,24300.0,24709.832451499118,1.6865532983502807
2021-02-24,2021-07-30,000270,NEUTRAL,75000.0,84330.0,12.44
2021-07-27,2021-08-10,010950,NEUTRAL,98400.0,93855.40069686412,-4.618495226764107
2021-07-09,2021-08-11,033780,NEUTRAL,82200.0,81383.0,-0.9939172749391727
2021-08-10,2021-08-11,017670,NEUTRAL,52192.0,50500.32142857143,-3.2412602916703186
2021-07-28,2021-08-13,010130,NEUTRAL,533000.0,532789.8686679174,-0.039424264931061444
2021-07-30,2021-08-13,030200,NEUTRAL,33800.0,34144.0,1.0177514792899407
2021-08-11,2021-08-13,066570,NEUTRAL,156000.0,150107.14285714287,-3.7774725274725194
2021-08-11,2021-08-17,005490,NEUTRAL,345500.0,330232.14285714284,-4.419061401695271
2021-07-21,2021-08-19,000810,NEUTRAL,214500.0,225525.0,5.13986013986014
2021-08-17,2021-08-20,010130,BEAR,517000.0,491285.7142857143,-4.973749654600712
2021-08-17,2021-08-23,066570,BEAR,151000.0,144785.7142857143,-4.115421002838219
2021-08-20,2021-08-27,005490,BEAR,308000.0,317500.0,3.0844155844155843
2021-08-23,2021-08-30,010130,BEAR,492000.0,502938.443670151,2.2232609085672763
2021-08-20,2021-09-07,030200,BEAR,31950.0,32500.0,1.7214397496087637
2021-08-30,2021-09-07,000810,BEAR,224500.0,223100.0,-0.623608017817372
2021-08-31,2021-09-07,010130,NEUTRAL,532000.0,514321.4285714286,-3.323039742212673
2021-09-01,2021-09-09,023530,NEUTRAL,107000.0,107670.0,0.6261682242990654
2021-09-01,2021-09-09,005930,NEUTRAL,76800.0,75272.0,-1.9895833333333335
2021-09-08,2021-09-15,010130,BEAR,511000.0,516000.0,0.9784735812133072
2021-09-08,2021-09-16,030200,BEAR,32650.0,32495.0,-0.4747320061255743
2021-09-13,2021-09-23,000810,BEAR,229500.0,223500.0,-2.6143790849673203
2021-09-23,2021-09-30,010130,BEAR,510000.0,498500.0,-2.2549019607843137
2021-09-24,2021-10-07,000810,BEAR,228500.0,241045.0,5.4901531728665205
2021-10-07,2021-10-15,010130,BEAR,512000.0,580907.9938616072,13.458592551095148
2021-10-18,2021-10-22,010950,BEAR,108500.0,101990.0,-6.0
2021-10-08,2021-10-28,000810,BEAR,241000.0,245410.0,1.829875518672199
2021-10-26,2021-11-02,010950,BEAR,105500.0,101500.0,-3.7914691943127963
2021-10-29,2021-11-05,000810,BEAR,231000.0,230500.0,-0.21645021645021645
2021-11-01,2021-11-08,010130,BEAR,528000.0,505000.0,-4.356060606060606
2021-11-03,2021-11-10,010950,BEAR,100000.0,100322.85714285714,0.32285714285714495
2021-11-03,2021-11-11,024110,BEAR,11050.0,10961.0,-0.8054298642533937
2021-11-08,2021-11-17,000810,BEAR,227500.0,222923.07692307694,-2.0118343195266215
2021-11-09,2021-11-17,010130,BEAR,501000.0,495848.80239520955,-1.0281831546487918
2021-11-11,2021-11-17,010950,BEAR,95800.0,91128.57142857143,-4.876230241574703
2021-11-12,2021-11-26,024110,BEAR,11100.0,11009.5,-0.8153153153153153
2021-12-10,2021-12-15,033780,BEAR,86000.0,83300.0,-3.1395348837209305
2021-12-10,2021-12-28,024110,BEAR,10950.0,10961.0,0.1004566210045662
2021-12-10,2021-12-29,017670,BEAR,55800.0,59800.0,7.168458781362006
2021-12-22,2021-12-29,033780,BEAR,85400.0,79500.0,-6.908665105386416
2022-01-07,2022-01-19,017670,BEAR,56400.0,55387.0,-1.7960992907801419
2021-12-30,2022-01-27,033780,BEAR,79000.0,77018.0,-2.508860759493671
2022-02-03,2022-02-14,005930,BEAR,73300.0,73526.0,0.3083219645293315
2022-02-04,2022-02-14,009150,BEAR,173000.0,165000.0,-4.624277456647398
2022-03-21,2022-03-30,030200,BEAR,33100.0,34871.5,5.351963746223564
2022-03-15,2022-04-05,055550,BEAR,37900.0,40497.5,6.853562005277045
2022-03-30,2022-04-07,015760,BEAR,22700.0,22601.0,-0.43612334801762115
2022-03-28,2022-04-11,010130,BEAR,589000.0,619975.7458161534,5.259040036698362
2022-04-05,2022-04-14,017670,BEAR,57700.0,61207.0,6.077989601386482
2022-04-08,2022-04-15,055550,BEAR,40250.0,40255.0,0.012422360248447206
2022-04-08,2022-04-18,015760,BEAR,22050.0,21582.5,-2.1201814058956914
2022-04-18,2022-04-25,030200,BEAR,35300.0,35550.0,0.708215297450425
2022-04-18,2022-04-25,017670,BEAR,59800.0,60140.0,0.5685618729096991
2022-04-18,2022-04-26,055550,BEAR,40150.0,41661.5,3.7646326276463262
2022-05-03,2022-05-10,017670,BEAR,57800.0,57036.0,-1.3217993079584776
2022-05-03,2022-05-10,024110,BEAR,11350.0,11106.5,-2.145374449339207
2022-05-03,2022-05-10,055550,BEAR,41650.0,41419.0,-0.5546218487394958
2022-05-03,2022-05-10,005490,BEAR,289000.0,277500.0,-3.9792387543252596
2022-05-03,2022-05-17,030200,BEAR,35200.0,36714.5,4.3025568181818175
2022-05-13,2022-05-20,010950,BEAR,110500.0,104500.0,-5.429864253393665
2022-05-13,2022-05-20,024110,BEAR,11200.0,10961.0,-2.133928571428571
2022-05-16,2022-05-23,017670,BEAR,59100.0,58200.0,-1.5228426395939088
2022-05-13,2022-05-24,010130,BEAR,544000.0,561058.2983193278,3.135716602817603
2022-05-19,2022-06-02,055550,BEAR,40700.0,42146.5,3.554054054054054
2022-05-23,2022-06-02,023530,BEAR,97600.0,98432.12090163934,0.8525828910239144
2022-05-25,2022-06-07,024110,BEAR,11100.0,11009.5,-0.8153153153153153
2022-05-24,2022-06-08,030200,BEAR,35900.0,37345.0,4.025069637883008
2022-06-03,2022-06-10,015760,BEAR,23150.0,22989.0,-0.6954643628509719
2022-06-03,2022-06-13,055550,BEAR,42450.0,41200.0,-2.944640753828033
2022-06-08,2022-06-13,024110,BEAR,11050.0,10718.5,-3.0
2022-05-24,2022-06-14,010950,BEAR,103000.0,117839.45908460472,14.407241829713321
2022-06-08,2022-06-14,033780,BEAR,85300.0,82741.0,-3.0
2022-06-15,2022-06-17,000270,BEAR,78100.0,74700.0,-4.353393085787452
2022-06-15,2022-06-22,015760,BEAR,22300.0,22000.0,-1.345291479820628
2022-06-22,2022-06-24,010950,BEAR,105000.0,98700.0,-6.0
2022-06-22,2022-06-24,055550,BEAR,39050.0,37150.0,-4.865556978233035
2022-06-22,2022-06-30,030200,BEAR,36100.0,36569.0,1.299168975069252
2022-06-15,2022-07-04,033780,BEAR,83300.0,81383.0,-2.3013205282112845
2022-06-22,2022-07-04,023530,BEAR,99200.0,100728.32661290323,1.5406518275234145
2022-06-27,2022-07-04,010950,BEAR,104000.0,100000.0,-3.8461538461538463
2022-06-28,2022-07-06,015760,BEAR,22000.0,22108.003246753247,0.49092384887839713
2022-07-05,2022-07-06,010950,BEAR,102000.0,95880.0,-6.0
2022-07-05,2022-07-11,023530,BEAR,102000.0,96996.42857142857,-4.905462184873956
2022-07-12,2022-07-22,023530,BEAR,90100.0,93735.73014111305,4.035216582811373
2022-07-11,2022-08-11,030200,BEAR,37000.0,38121.0,3.0297297297297296
2022-08-10,2022-08-17,005380,BEAR,192500.0,193515.0,0.5272727272727272
2022-08-10,2022-08-17,000270,BEAR,80700.0,80316.0,-0.47583643122676583
2022-08-16,2022-08-18,012330,BEAR,218500.0,210892.85714285716,-3.481529911735854
2022-08-19,2022-08-24,012330,BEAR,214500.0,205767.85714285713,-4.070929070929076
2022-08-18,2022-08-29,005380,BEAR,186000.0,188180.0,1.1720430107526882
2022-08-18,2022-08-29,000270,BEAR,76700.0,77000.0,0.3911342894393742
2022-08-25,2022-09-01,012330,BEAR,212000.0,209520.0,-1.169811320754717
2022-08-25,2022-09-02,051910,BEAR,616000.0,611585.1113172543,-0.7167027082379459
2022-09-01,2022-09-14,023530,BEAR,96100.0,95400.0,-0.72840790842872
2022-09-01,2022-09-14,030200,BEAR,36650.0,36326.5,-0.8826739427012278
2022-09-02,2022-09-14,012330,BEAR,214000.0,212000.0,-0.9345794392523363
2022-09-05,2022-09-14,051910,BEAR,616000.0,645344.1558441559,4.763661663012327
2022-09-15,2022-09-22,005380,BEAR,198000.0,194500.0,-1.7676767676767675
2022-09-15,2022-09-22,023530,BEAR,94500.0,92635.0,-1.9735449735449735
2022-09-15,2022-09-28,030200,BEAR,35950.0,35744.5,-0.5716272600834492
2022-10-04,2022-10-11,005380,BEAR,179500.0,170000.0,-5.2924791086350975
2022-10-04,2022-10-14,051910,BEAR,555000.0,578369.3693693693,4.2106971836701526
2022-07-05,2022-11-01,033780,BEAR,81700.0,93508.0,14.452876376988986
2022-10-20,2022-11-01,010130,BEAR,613000.0,617105.5697972501,0.669750374755317
2022-11-02,2022-11-03,010130,BEAR,621000.0,592178.5714285714,-4.6411318150448695
2022-11-04,2022-12-06,010130,BEAR,579000.0,590000.0,1.8998272884283247
2022-11-09,2022-12-06,051910,BULL,715000.0,684000.0,-4.335664335664335
2022-11-15,2022-12-08,024110,BULL,10700.0,10900.0,1.8691588785046727
2022-11-15,2022-12-08,055550,BULL,36800.0,37345.0,1.4809782608695652
2022-12-06,2022-12-13,005380,NEUTRAL,164500.0,159357.14285714287,-3.126356925749015
2022-12-06,2022-12-15,005490,NEUTRAL,286500.0,283000.0,-1.2216404886561953
2022-12-08,2022-12-15,010130,BEAR,604000.0,592483.4437086093,-1.9067146177799132
2022-11-09,2022-12-19,033780,BULL,94400.0,96600.0,2.330508474576271
2022-12-09,2022-12-21,051910,NEUTRAL,627000.0,623712.690817954,-0.5242917355735217
2022-12-16,2022-12-23,005490,BEAR,279000.0,284695.0,2.0412186379928317
2022-12-19,2022-12-23,010130,BEAR,587000.0,563857.1428571428,-3.942565100997813
2022-12-13,2022-12-28,000810,NEUTRAL,212500.0,202000.0,-4.941176470588235
2022-12-15,2022-12-28,055550,BEAR,37700.0,36700.0,-2.6525198938992043
2022-12-26,2022-12-28,033780,BEAR,95400.0,90200.0,-5.450733752620545
2022-12-22,2022-12-29,051910,BEAR,626000.0,597000.0,-4.63258785942492
2022-12-23,2022-12-29,005930,BEAR,58100.0,56000.0,-3.614457831325301
2022-12-28,2023-01-02,024110,BEAR,10000.0,9634.642857142857,-3.653571428571431
2022-12-29,2023-01-03,000810,BEAR,200000.0,192660.71428571426,-3.66964285714287
2022-12-29,2023-01-03,033780,BEAR,91500.0,88755.0,-3.0
2022-12-29,2023-01-10,055550,BEAR,35200.0,39818.5,13.120738636363635
2023-01-04,2023-01-11,033780,BEAR,88600.0,88500.0,-0.1128668171557562
2023-01-04,2023-01-11,000810,BEAR,195000.0,201275.0,3.217948717948718
2023-01-13,2023-02-15,055550,BULL,41050.0,39019.642857142855,-4.946058813293897
2023-01-02,2023-02-23,005490,BEAR,272000.0,327013.7867647059,20.225656898788934
2023-01-03,2023-03-10,024110,BEAR,9560.0,9940.0,3.9748953974895396
2023-01-13,2023-03-14,009150,BULL,144000.0,150641.0,4.611805555555556
2023-02-15,2023-03-14,066570,BULL,112800.0,116700.0,3.4574468085106385
2023-02-23,2023-03-14,051910,NEUTRAL,668000.0,708000.0,5.9880239520958085
2023-01-12,2023-03-24,000810,BEAR,201000.0,203216.90653873488,1.1029385764850157
2023-03-16,2023-04-21,009150,NEUTRAL,150500.0,144585.7142857143,-3.9297579496915014
2023-03-14,2023-05-10,005490,BEAR,316000.0,370000.0,17.088607594936708
2023-03-24,2023-05-10,051910,NEUTRAL,690000.0,717000.0,3.91304347826087
2023-03-14,2023-05-12,005930,BEAR,59000.0,63700.0,7.966101694915253
2023-03-14,2023-05-17,004020,BEAR,33050.0,34367.56807866868,3.986590253157879
2023-05-10,2023-05-30,000810,NEUTRAL,231000.0,221732.14285714287,-4.012059369202221
2023-05-30,2023-06-14,017670,BULL,50000.0,48500.0,-3.0
2023-05-17,2023-06-28,051910,NEUTRAL,709000.0,709576.1636107194,0.08126426103235221
2023-05-12,2023-07-27,005490,NEUTRAL,363500.0,609368.44173708,67.63918617251169
2023-06-14,2023-07-27,005380,BULL,201000.0,194970.0,-3.0
2023-07-27,2023-07-28,066570,BULL,117500.0,112721.42857142857,-4.0668693009118595
2023-07-27,2023-08-03,005930,BULL,71700.0,69549.0,-3.0
2023-07-28,2023-08-03,005490,BULL,619000.0,581860.0,-6.0
2023-04-21,2023-08-07,000270,BULL,83300.0,79860.71428571428,-4.128794374892827
2023-08-03,2023-08-07,096770,BULL,206500.0,194110.0,-6.0
2023-05-10,2023-08-11,012330,NEUTRAL,226500.0,229500.0,1.3245033112582782
2023-08-03,2023-08-14,015760,BULL,19480.0,18790.0,-3.5420944558521557
2023-06-28,2023-08-16,000810,NEUTRAL,229000.0,245895.0,7.377729257641922
2023-08-07,2023-08-16,005930,BULL,68500.0,66700.0,-2.627737226277372
2023-08-11,2023-08-17,005490,NEUTRAL,577000.0,542380.0,-6.0
2023-08-14,2023-08-25,012330,NEUTRAL,233000.0,225500.0,-3.2188841201716736
2023-08-16,2023-08-25,096770,BEAR,179400.0,171200.0,-4.570791527313267
2023-08-16,2023-08-25,015760,BEAR,18340.0,17789.8,-3.000000000000004
2023-08-25,2023-08-29,009150,BEAR,146000.0,139667.85714285713,-4.337084148727993
2023-08-28,2023-08-30,000810,NEUTRAL,255000.0,245678.57142857142,-3.6554621848739526
2023-08-29,2023-09-01,030200,NEUTRAL,33300.0,32301.0,-3.0
2023-08-18,2023-09-07,005490,BEAR,549000.0,575000.0,4.735883424408015
2023-08-28,2023-09-07,096770,NEUTRAL,177300.0,175100.0,-1.2408347433728144
2023-08-30,2023-09-08,010950,NEUTRAL,73900.0,77115.0,4.350473612990528
2023-09-07,2023-09-11,030200,BEAR,31950.0,30991.5,-3.0
2023-09-08,2023-09-12,005490,BEAR,583000.0,549142.8571428572,-5.807400147022785
2023-09-01,2023-09-21,000810,NEUTRAL,246500.0,262870.0,6.640973630831643
2023-09-11,2023-09-21,004020,NEUTRAL,38100.0,39592.641544806895,3.917694343325183
2023-09-11,2023-09-22,005380,NEUTRAL,185500.0,189600.0,2.2102425876010785
2023-08-07,2023-09-26,024110,BULL,10480.0,11193.8,6.81106870229007
2023-09-12,2023-10-12,030200,BEAR,30800.0,32786.0,6.4480519480519485
2023-10-05,2023-10-12,000810,BEAR,254500.0,258500.0,1.5717092337917484
2023-10-05,2023-10-12,010950,BEAR,72400.0,73700.0,1.7955801104972375
2023-10-05,2023-10-12,055550,BEAR,34300.0,35259.5,2.797376093294461
2023-10-12,2023-10-16,004020,BEAR,35300.0,33451.78571428571,-5.235734520437082
2023-10-12,2023-10-19,010130,BEAR,483500.0,479180.0,-0.8934850051706309
2023-10-16,2023-10-20,012330,BEAR,228500.0,219714.2857142857,-3.8449515473585514
2023-10-05,2023-10-23,033780,BEAR,84400.0,86524.0,2.516587677725118
2023-10-13,2023-10-23,055550,BEAR,35500.0,35453.5,-0.13098591549295774
2023-10-13,2023-10-23,030200,BEAR,32550.0,32446.5,-0.31797235023041476
2023-10-23,2023-10-30,000810,BEAR,255500.0,250500.0,-1.9569471624266144
2023-10-23,2023-10-30,012330,BEAR,218000.0,218250.0,0.11467889908256881
2023-10-24,2023-10-30,024110,BEAR,11660.0,11310.199999999999,-3.0000000000000093
2023-10-23,2023-11-08,017670,BEAR,49500.0,48597.0,-1.8242424242424244
2023-11-07,2023-11-15,000810,BEAR,248000.0,245123.99193548388,-1.1596806711758554
2023-10-24,2023-11-29,033780,BEAR,86800.0,90100.0,3.8018433179723505
2023-11-30,2023-12-01,017670,BULL,52200.0,50634.0,-3.0
2023-10-30,2023-12-27,030200,BEAR,32400.0,33220.95458553792,2.533810449191106
2023-12-01,2023-12-27,033780,BEAR,89400.0,86718.0,-3.0
2023-11-29,2024-01-02,023530,BEAR,76800.0,74475.0,-3.02734375
2024-01-02,2024-01-03,000270,BULL,97600.0,94032.14285714286,-3.655591334894616
2023-11-30,2024-01-05,055550,BULL,36900.0,36905.2022841657,0.014098331072362363
2023-12-27,2024-01-05,000810,BULL,257000.0,249125.0,-3.06420233463035
2024-01-03,2024-01-05,023530,BULL,73600.0,71339.28571428571,-3.071622670807459
2023-11-01,2024-01-16,024110,BEAR,11260.0,11562.4,2.6856127886323238
2024-01-05,2024-01-16,033780,BULL,88800.0,86700.0,-2.364864864864865
2024-01-05,2024-01-16,000270,BULL,91600.0,89531.0,-2.2587336244541483
2024-01-16,2024-01-24,005930,BEAR,72600.0,73720.0,1.5426997245179064
2024-01-16,2024-01-31,055550,BEAR,36850.0,39500.0,7.191316146540028
2024-01-17,2024-01-31,000270,BEAR,87900.0,99400.0,13.083048919226394
2024-01-24,2024-01-31,009150,BEAR,145800.0,141000.0,-3.292181069958848
2024-02-01,2024-02-26,024110,NEUTRAL,13130.0,13068.80970514634,-0.46603423346276324
2024-02-01,2024-02-26,055550,NEUTRAL,42500.0,40951.78571428571,-3.6428571428571526
2024-01-05,2024-02-28,030200,BULL,33500.0,37585.92750533049,12.196798523374591
2024-02-26,2024-03-08,015760,BULL,24850.0,23447.5,-5.6438631790744465
2023-12-27,2024-03-19,017670,BULL,49250.0,52900.0,7.411167512690356
2024-02-01,2024-03-19,000270,NEUTRAL,106300.0,121323.82408278457,14.133418704406935
2024-02-28,2024-03-19,024110,BULL,13630.0,14789.239597526464,8.505059409585213
2024-03-08,2024-03-19,005380,BULL,253000.0,238375.0,-5.780632411067193
